co,kd,tauc,rv,ibd,mn,dh,cw,sd,po,fat,Qp,Tp,Bw,Tc,Bwbc,Bwac
12047.27364,23.80431122,3.855136303,14811626.15,0.04047016179,0.02265717224,15.56466915,12.00466982,0.000335330831,0.278960355,0.6446087941,4076.41724,2144.736,164.3298,339.732,0.9886,24.1354
9837.648023,36.46047449,1.836897251,16075287.46,0.01862225907,0.01897064084,15.53191544,12.16422623,0.0002718002687,0.3104936781,0.6257604139,nan,4.752,0.0188,-1,-1,-1
6704.225555,24.94324536,1.649584944,15276732.43,0.02069694016,0.02343485114,15.58328353,12.25517531,0.0003065888784,0.3032794942,0.619351888,4319.98242,1914.768,200.5758,279.756,0.548,30.1087
8979.656482,42.85456125,1.568384403,15641459.98,0.01574424964,0.03353881671,15.55602557,12.1768502,0.0002544091339,0.3081340895,0.5951017202,7474.37354,1224.756,371.8412,239.76,0.7057,28.4332
7871.319354,29.69931202,3.231802189,15427006.49,0.0323248188,0.03381739687,15.53606023,12.18929038,0.0003767792212,0.2913146386,0.5941712222,6530.9126,1524.744,308.3582,404.748,0.6492,29.8187
7427.445544,32.06653319,4.479021258,15485499.93,0.0300030109,0.02978603467,15.52995953,12.20069859,0.000228976295,0.2946547083,0.6125381867,0,4.752,0.0302,-1,-1,-1
12278.85765,13.31845781,2.890450774,15648553.39,0.02215797562,0.02614851719,15.59675318,12.50495767,0.0003274897893,0.2777066683,0.6015720041,3281.69775,2734.74,154.1507,659.736,0.9944,25.5589
7458.214873,32.74475599,2.109225755,15686168.5,0.01367667569,0.02002693503,15.5439571,11.87218027,0.0001862323727,0.2751848367,0.6182823554,nan,4.752,0.0137,-1,-1,-1
8413.175954,34.94890692,2.997361717,16183004.37,0.0325572235,0.03105235899,15.53106154,11.97418261,0.0002055252501,0.3277764916,0.6318353571,0.00006,4.752,0.0328,-1,-1,-1
7777.935466,6.462018527,2.918158611,15384136.74,0.02099087476,0.01683496655,15.55792022,12.6126293,0.0004088816031,0.316662989,0.6231504588,1556.57935,5349.744,74.7907,1424.736,0.6484,28.4874
11011.20227,24.49882189,2.137552223,16646352.24,0.0362319423,0.02985352518,15.55316598,12.40837049,0.0005003145248,0.2978319275,0.5875701897,4588.36816,1809.756,250.5808,334.764,0.8968,26.8614
10719.39403,29.42197905,2.832588444,16813135.87,0.04342000705,0.0257696486,15.56913111,11.72760754,0.0004269209308,0.2656682009,0.6078023143,4278.15674,1794.744,229.163,239.76,0.8609,26.7107
10191.67213,12.34017708,2.53756813,14860956.6,0.0149509986,0.02413110183,15.54856756,11.95576354,0.000491465035,0.3349526021,0.6464360697,0.00002,4.752,0.015,-1,-1,-1
9091.530626,47.30081169,1.422566409,14990602.32,0.02488871994,0.03211874203,15.55148785,11.84354941,0.0004130035165,0.2956751011,0.6086418956,7989.97119,1149.768,367.5583,189.756,0.7405,27.879
6793.0121,40.12433978,3.188629367,14594084.99,0.03672398033,0.02646307415,15.5267969,11.81936127,0.0002827291459,0.2524160881,0.5905320292,0.00007,4.752,0.0371,-1,-1,-1
11671.47704,30.79073447,3.447859662,16628481.71,0.02461161622,0.02540468358,15.5648215,12.12384921,0.0001349735243,0.2617905314,0.6214311757,4331.11963,1864.764,222.9332,309.744,0.9105,25.4176
10830.68099,47.56721663,3.716122698,15787357.88,0.02554313943,0.02630107144,15.55917074,12.12099296,0.0003409858473,0.2846268686,0.612670533,5999.33057,1399.752,281.9216,204.768,0.8636,26.2097
6992.20797,44.83325819,2.559134296,16405798.78,0.02600166176,0.02362867204,15.58164117,12.35775022,0.000325434592,0.3300695941,0.6198814612,5110.61328,1494.756,262.4198,154.764,0.5632,29.4726
10930.97995,40.49048664,3.365254596,15942016.42,0.02259877271,0.02922433003,15.60324303,11.79716572,0.0004152783197,0.3020085348,0.6271025424,6024.96973,1394.748,294.0297,209.736,0.8738,25.5067
5868.827066,27.34354831,1.514870188,15859701.74,0.02340957621,0.02869083553,15.59800266,12.1612801,0.0002602968715,0.2587552123,0.615037672,5231.66602,1554.732,267.9127,219.744,0.4601,31.8193
8521.937992,52.32571691,2.866524392,16977453.25,0.0142113355,0.02397552904,15.5419454,12.24333027,0.0004258699242,0.3130485478,0.6106900139,nan,4.752,0.0143,-1,-1,-1
11581.8265,27.76669729,1.978648329,16583131.57,0.03184165788,0.02942720199,15.59492363,12.31991046,0.0004372737037,0.2928807524,0.597497997,4799.70752,1689.768,260.543,269.748,0.9519,26.1244
12555.2822,26.24238638,4.003968885,16269183.29,0.0122013067,0.02624683473,15.56729566,12.32164217,0.0003014893428,0.3378584404,0.6543142616,0.00011,4.752,0.0122,-1,-1,-1
10577.15727,10.63015309,4.136454772,15677311.69,0.01585883254,0.02233299491,15.58767905,12.75615386,0.00036843063,0.2513681847,0.6243693416,2536.66406,3629.736,115.7341,1044.756,0.8416,26.3875
6261.616898,45.2219643,2.082305305,15595805.12,0.01012859709,0.02890220806,15.57735327,12.52759878,0.0002427299638,0.3063160045,0.6141245839,6813.00879,1279.764,330.665,214.74,0.5167,30.8684
5675.144711,49.49932077,3.254409977,15334525.49,0.03427566076,0.03148969215,15.58741168,12.02277734,0.0002771420147,0.3014232711,0.6033652892,8014.96191,1044.756,370.4854,114.732,0.4399,32.2515
9586.604641,51.30089199,2.952623746,16157382.55,0.02075442187,0.02588391507,15.53990541,12.6764884,0.0004494736829,0.2849247751,0.6342768146,0,4.752,0.0209,-1,-1,-1
6547.870119,41.91381594,4.781220877,15010230.5,0.0330244757,0.0244087881,15.56154689,12.30124326,0.0003830510301,0.3224185927,0.597996178,5922.31738,1429.74,247.8942,179.748,0.5494,31.0369
12093.45765,22.19106559,2.298233046,15055943.48,0.02667297535,0.02572631337,15.57821124,12.05231961,0.000294317909,0.3431566097,0.5835066472,4388.69775,2039.76,193.9293,384.768,1.0214,25.5982
9241.300918,37.19432598,3.652436276,14792687.09,0.03069202211,0.02748643055,15.54589824,12.54192845,0.0003937579554,0.2686433935,0.602531473,6270.77148,1484.748,264.5243,269.748,0.7425,28.2356
11353.45227,50.49087448,2.310681055,15903816.33,0.01289292551,0.02327622946,15.55863355,12.33286129,0.0001910337332,0.3091867409,0.6620756728,5332.15137,1579.752,256.937,249.768,0.945,23.7817
10961.75198,28.90998727,1.74992168,14665255.57,0.02144883596,0.02520135583,15.55475177,12.28972096,0.0003180281965,0.2861900535,0.6028595052,5132.24512,1834.74,219.5625,344.736,0.9063,26.4405
10266.7256,34.46511386,1.904252245,14543636.48,0.01195791809,0.03031933289,15.53871275,12.10721669,0.0002402581738,0.2966779282,0.6000481304,nan,4.752,0.012,-1,-1,-1
11519.34088,14.58297944,1.176097524,16306545.01,0.02630276955,0.0265280509,15.51636687,12.16963347,0.0004708551376,0.320411852,0.6287309872,nan,4.752,0.0264,-1,-1,-1
13396.44425,36.29465834,2.794039384,15219561.65,0.01838724861,0.02605473063,15.58485126,11.89814652,0.0003461728469,0.2896992019,0.6227793402,5422.11621,1634.76,241.5093,269.748,1.0548,23.7859
12705.94592,38.09123091,4.074612697,14733831.41,0.01629801055,0.02483293699,15.5715219,12.02970643,0.0003732461004,0.2813817707,0.6237559178,5594.25586,1679.76,226.5685,314.748,1.0335,24.3313
8303.837073,40.94377486,1.306091953,14078050.45,0.01302013866,0.02824758469,15.56321,12.57057965,0.0004761961393,0.2871094297,0.6434782516,7227.26367,1449.756,295.8738,229.752,0.6554,27.4117
9701.481748,37.75196788,3.546963545,16537163.94,0.01521135602,0.02092500191,15.56036208,11.69630129,0.0003122872189,0.2943203631,0.60976362,4053.55127,1959.768,200.6624,319.752,0.8001,27.2622
7718.235919,30.22739888,2.185286931,15825927.58,0.0153925503,0.02512264202,15.54998531,12.21169803,0.0005448490823,0.3027127691,0.5982514583,4762.29395,1949.76,233.7037,494.748,0.6437,29.7361
11790.10189,28.5258612,4.468523332,16007709.99,0.02331232608,0.02674839143,15.55376197,12.30761821,0.0002892197824,0.3069762536,0.6019383157,4644.35986,1924.74,220.596,429.732,0.9672,25.5302
9313.407287,56.0478428,2.642923795,14311204.04,0.02447311956,0.02492119272,15.54111965,12.54646894,0.000339094847,0.2937147245,0.6333816726,7212.84473,1444.752,288.2221,279.756,0.7293,26.6856
8673.911649,43.43968524,3.166464204,15081102.65,0.0270553683,0.02158329411,15.57838174,12.58909588,0.0003637234807,0.3258923861,0.6041073615,5193.19629,1589.76,221.202,179.748,0.7212,28.2512
10514.99931,13.84067299,2.587522385,14681568.4,0.0395632619,0.02037677199,15.59239208,11.98530416,0.0004606115535,0.3391318451,0.6005193067,2959.35229,2984.76,121.0932,494.748,0.8905,26.4403
10674.6969,17.03534478,1.951250182,15239978.25,0.02790286473,0.01851318678,15.53296457,12.07921736,0.0002808338488,0.2952945476,0.6133497606,0,4.752,0.028,-1,-1,-1
9172.652416,61.8904723,1.387818066,17050912.4,0.01790278458,0.01789835076,15.58054721,11.91029812,0.0003522874567,0.2759362592,0.5990317718,4278.0752,1674.756,235.8611,134.748,0.7516,28.4598
13591.20353,33.54000564,2.68878862,15164835.64,0.01433687477,0.02284421999,15.57642272,11.96893845,0.0003663088024,0.2833419577,0.665199242,4584.0332,1924.74,198.1628,329.76,1.1185,22.3373
10584.58279,53.93138845,1.81987871,14242124.52,0.02518068776,0.01950998619,15.52043212,11.6577366,0.0005187106797,0.3330948495,0.6143837116,nan,4.752,0.0255,-1,-1,-1
11873.90339,59.22891092,3.1041147,15751065.04,0.03807480994,0.02126383777,15.56665586,12.2195163,0.0002921299039,0.3144791446,0.5967742411,5415.76807,1454.76,248.1269,139.752,0.9972,25.5944
10797.70603,29.09967116,2.428229354,15403404.76,0.03466245529,0.02715926429,15.56391185,12.24844218,0.0002655095528,0.3088546594,0.6567723533,5022.92676,1714.752,232.3589,274.752,0.9028,24.4251
11139.70224,54.77980434,1.471227115,15996273.82,0.0413143462,0.03122087457,15.57319016,12.23172975,0.0001631421911,0.3196202253,0.6297697135,7370.88916,1119.744,378.4445,134.748,0.9238,24.975
8319.749195,49.2509149,1.870844578,14131354.95,0.03379370444,0.02468679509,15.59300718,12.04819711,0.0002343037536,0.2638854138,0.6421727195,6916.45215,1384.74,276.4447,129.744,0.6451,27.7275
9654.361572,22.00439851,1.729799428,14925866.78,0.02735431677,0.0241963739,15.58930381,12.48571817,0.0003902837667,0.274285536,0.6488243504,4209.07471,2064.744,185.0536,329.76,0.7858,26.0881
12231.43765,34.14474377,1.627485327,16243170.24,0.04178583251,0.02268638929,15.57028159,12.29103909,0.0004325275614,0.2670283662,0.6118757675,4231.51807,1824.732,216.6405,214.74,0.9715,25.2723
13001.04829,51.69216936,2.437406366,15627723,0.02911393779,0.02851526785,15.57458934,12.3475969,0.0004225073178,0.3216293866,0.6053876699,6745.47754,1259.748,321.9912,169.74,1.0882,24.3104
13540.79838,15.09798861,1.260298692,15207034.93,0.0191456701,0.02062625423,15.51807017,12.37893182,0.0003777650972,0.2568031006,0.5879222169,0,0,0,0,0,0
9517.824787,30.45330006,2.699180016,14966444.86,0.03762204918,0.03021344277,15.55798019,12.09925471,0.000295158862,0.2885431299,0.6395097052,6042.28369,1494.756,267.8741,249.768,0.7774,26.3464
11289.25231,57.38422438,4.277148713,14884047.01,0.01700079142,0.01764840863,15.54065424,12.37430252,0.0003320660549,0.2683301539,0.6067983879,nan,4.752,0.0171,-1,-1,-1
9400.852926,19.5650598,2.020784177,16486114.26,0.02411857038,0.02357895161,15.56295155,12.3360621,0.0001271425776,0.297985806,0.5897695445,3370.5791,2369.736,177.8091,434.736,0.7708,28.3466
